Chr	Start	End	Peak.ID	Peak.Label	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
chr1	75142029	75142565	Htt_PeakRegion_00177	WT-specific	NA	promoter-TSS (ENSMUST00000097694)	-promoter-TSS (ENSMUST00000097694)	341	ENSMUST00000168720	ENSMUSG00000033159	ENSMUST00000041213	NA	ENSMUSG00000033159	Cnppd1	NA	cyclin Pas1/PHO80 domain containing 1 [Source:MGI Symbol;Acc:MGI:1916421]	protein_coding
chr1	75211631	75218968	Htt_PeakRegion_00178	WT-mHTT-shared	NA	TTS (ENSMUST00000186971)	-TTS (ENSMUST00000186971)	2114	ENSMUST00000186971	ENSMUSG00000026202	ENSMUST00000189131	NA	ENSMUSG00000026202	Tuba4a	NA	tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]	protein_coding
chr1	75244566	75250630	Htt_PeakRegion_00180	WT-mHTT-shared	NA	exon (ENSMUST00000027404, exon 23 of 23)	-exon (ENSMUST00000027404, exon 23 of 23)	-4724	ENSMUST00000191154	ENSMUSG00000101840	ENSMUST00000191154	NA	ENSMUSG00000101840	Gm28294	NA	predicted gene 28294 [Source:MGI Symbol;Acc:MGI:5579000]	antisense
chr1	77100517	77101581	Htt_PeakRegion_00189	WT-specific	NA	Intergenic	Intergenic	-43704	ENSMUST00000158701	ENSMUSG00000089326	ENSMUST00000158701	NA	ENSMUSG00000089326	Gm25974	NA	predicted gene, 25974 [Source:MGI Symbol;Acc:MGI:5455751]	rRNA
chr1	77206532	77207328	Htt_PeakRegion_00190	WT-specific	NA	Intergenic	Intergenic	-59938	ENSMUST00000193479	ENSMUSG00000102904	ENSMUST00000193479	NA	ENSMUSG00000102904	Gm38265	NA	predicted gene, 38265 [Source:MGI Symbol;Acc:MGI:5611493]	TEC
chr1	78574476	78574619	Htt_PeakRegion_00194	mHTT-specific	NA	Intergenic	Intergenic	34960	ENSMUST00000190504	ENSMUSG00000099364	ENSMUST00000190504	NA	ENSMUSG00000099364	5730419F03Rik	NA	RIKEN cDNA 5730419F03 gene [Source:MGI Symbol;Acc:MGI:1917787]	lincRNA
chr1	78679509	78679687	Htt_PeakRegion_00195	WT-specific	NA	intron (ENSMUST00000135642, intron 1 of 2)	-intron (ENSMUST00000035779, intron 2 of 15)	-2342	ENSMUST00000132997	ENSMUSG00000032883	ENSMUST00000148608	NA	ENSMUSG00000032883	Acsl3	NA	acyl-CoA synthetase long-chain family member 3 [Source:MGI Symbol;Acc:MGI:1921455]	protein_coding
chr1	80284084	80285931	Htt_PeakRegion_00196	WT-specific	NA	intron (ENSMUST00000164108, intron 5 of 14)	-intron (ENSMUST00000163119, intron 6 of 15)	-7567	ENSMUST00000168372	ENSMUSG00000004364	ENSMUST00000167293	NA	ENSMUSG00000004364	Cul3	NA	cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]	protein_coding
chr1	80293119	80293143	Htt_PeakRegion_00197	WT-specific	NA	intron (ENSMUST00000170897, intron 3 of 5)	-intron (ENSMUST00000163119, intron 3 of 15)	-15690	ENSMUST00000168372	ENSMUSG00000004364	ENSMUST00000167293	NA	ENSMUSG00000004364	Cul3	NA	cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]	protein_coding
chr1	85907032	85907216	Htt_PeakRegion_00209	WT-specific	NA	exon (ENSMUST00000027425, exon 5 of 6)	-exon (ENSMUST00000027425, exon 5 of 6)	963	ENSMUST00000139837	ENSMUSG00000026223	ENSMUST00000185569	NA	ENSMUSG00000026223	Itm2c	NA	integral membrane protein 2C [Source:MGI Symbol;Acc:MGI:1927594]	protein_coding
chr1	85996445	85996472	Htt_PeakRegion_00211	WT-specific	NA	Intergenic	Intergenic	-9542	ENSMUST00000186560	ENSMUSG00000100108	ENSMUST00000186560	NA	ENSMUSG00000100108	Gm28100	NA	predicted gene 28100 [Source:MGI Symbol;Acc:MGI:5578806]	lincRNA
chr1	86180767	86181048	Htt_PeakRegion_00212	WT-specific	NA	intron (ENSMUST00000155168, intron 9 of 18)	-intron (ENSMUST00000027434, intron 9 of 24)	-15482	ENSMUST00000150059	ENSMUSG00000062590	ENSMUST00000134858	NA	ENSMUSG00000062590	Armc9	NA	armadillo repeat containing 9 [Source:MGI Symbol;Acc:MGI:1926045]	protein_coding
chr1	86342233	86355951	Htt_PeakRegion_00214	WT-specific	NA	exon (ENSMUST00000027438, exon 14 of 14)	-exon (ENSMUST00000027438, exon 14 of 14)	2119	ENSMUST00000188682	ENSMUSG00000026234	ENSMUST00000185676	NA	ENSMUSG00000026234	Ncl	NA	nucleolin [Source:MGI Symbol;Acc:MGI:97286]	protein_coding
chr1	86419512	86419698	Htt_PeakRegion_00215	WT-specific	NA	Intergenic	Intergenic	-6724	ENSMUST00000046004	ENSMUSG00000036574	ENSMUST00000046004	NA	ENSMUSG00000036574	Tex44	NA	testis expressed 44 [Source:MGI Symbol;Acc:MGI:1919113]	protein_coding
chr1	87092788	87092896	Htt_PeakRegion_00217	WT-specific	NA	intron (ENSMUST00000186823, intron 1 of 1)	-intron (ENSMUST00000186823, intron 1 of 1)	-2914	ENSMUST00000188310	ENSMUSG00000026246	ENSMUST00000190082	NA	ENSMUSG00000026246	Alppl2	NA	alkaline phosphatase, placental-like 2 [Source:MGI Symbol;Acc:MGI:108009]	protein_coding
chr1	87385484	87385610	Htt_PeakRegion_00219	WT-specific	NA	promoter-TSS (ENSMUST00000174334)	-promoter-TSS (ENSMUST00000174334)	-770	ENSMUST00000174535	ENSMUSG00000048000	ENSMUST00000187038	NA	ENSMUSG00000048000	Gigyf2	NA	GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]	protein_coding
chr1	87387613	87391255	Htt_PeakRegion_00220	WT-specific	NA	promoter-TSS (ENSMUST00000174179)	-promoter-TSS (ENSMUST00000174179)	-45	ENSMUST00000174179	ENSMUSG00000079436	ENSMUST00000113212	NA	ENSMUSG00000079436	Kcnj13	NA	potassium inwardly-rectifying channel, subfamily J, member 13 [Source:MGI Symbol;Acc:MGI:3781032]	protein_coding
chr1	87470591	87484995	Htt_PeakRegion_00221	WT-specific	NA	TTS (ENSMUST00000168235)	-TTS (ENSMUST00000168235)	5254	ENSMUST00000191095	ENSMUSG00000026258	ENSMUST00000027476	NA	ENSMUSG00000026258	Snorc	NA	secondary ossification center associated regulator of chondrocyte maturation [Source:MGI Symbol;Acc:MGI:1920484]	protein_coding
chr1	87492052	87493541	Htt_PeakRegion_00222	mHTT-specific	NA	intron (ENSMUST00000068681, intron 5 of 14)	-intron (ENSMUST00000027477, intron 3 of 12)	-6580	ENSMUST00000166463	ENSMUSG00000026259	ENSMUST00000166463	NA	ENSMUSG00000026259	Ngef	NA	neuronal guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1858414]	protein_coding
chr1	87504020	87508939	Htt_PeakRegion_00223	WT-specific	NA	intron (ENSMUST00000068681, intron 4 of 14)	-intron (ENSMUST00000027477, intron 2 of 12)	-3409	ENSMUST00000166055	ENSMUSG00000079434	ENSMUST00000163606	NA	ENSMUSG00000079434	Neu2	NA	neuraminidase 2 [Source:MGI Symbol;Acc:MGI:1344417]	protein_coding
chr1	87548853	87549044	Htt_PeakRegion_00224	WT-specific	NA	intron (ENSMUST00000068681, intron 1 of 14)	-intron (ENSMUST00000068681, intron 1 of 14)	-4257	ENSMUST00000172004	ENSMUSG00000090994	ENSMUST00000172004	NA	ENSMUSG00000090994	Gm6153	NA	predicted gene 6153 [Source:MGI Symbol;Acc:MGI:3645798]	processed_pseudogene
chr1	87602051	87602688	Htt_PeakRegion_00225	WT-specific	NA	Intergenic	Intergenic	7820	ENSMUST00000165109	ENSMUSG00000079434	ENSMUST00000163606	NA	ENSMUSG00000079434	Neu2	NA	neuraminidase 2 [Source:MGI Symbol;Acc:MGI:1344417]	protein_coding
chr1	87707222	87707769	Htt_PeakRegion_00226	WT-specific	NA	intron (ENSMUST00000170300, intron 14 of 22)	-intron (ENSMUST00000042275, intron 19 of 26)	-1845	ENSMUST00000163548	ENSMUSG00000026288	ENSMUST00000163576	NA	ENSMUSG00000026288	Inpp5d	NA	inositol polyphosphate-5-phosphatase D [Source:MGI Symbol;Acc:MGI:107357]	protein_coding
chr1	87898275	87898703	Htt_PeakRegion_00228	mHTT-specific	NA	exon (ENSMUST00000195720, exon 1 of 1)	-exon (ENSMUST00000195720, exon 1 of 1)	949	ENSMUST00000195720	ENSMUSG00000103591	ENSMUST00000195720	NA	ENSMUSG00000103591	Gm38365	NA	predicted gene, 38365 [Source:MGI Symbol;Acc:MGI:5611593]	TEC
chr1	88883863	88884087	Htt_PeakRegion_00230	WT-specific	NA	Intergenic	Intergenic	-8565	ENSMUST00000185425	ENSMUSG00000099848	ENSMUST00000185425	NA	ENSMUSG00000099848	Gm29337	NA	predicted gene 29337 [Source:MGI Symbol;Acc:MGI:5580043]	lincRNA
chr1	89038327	89038477	Htt_PeakRegion_00231	WT-specific	NA	Intergenic	Intergenic	-10572	ENSMUST00000190713	ENSMUSG00000099544	ENSMUST00000190713	NA	ENSMUSG00000099544	Gm18699	NA	predicted gene, 18699 [Source:MGI Symbol;Acc:MGI:5010884]	processed_pseudogene
chr1	89746748	89747177	Htt_PeakRegion_00232	WT-specific	NA	intron (ENSMUST00000190096, intron 11 of 16)	-intron (ENSMUST00000027521, intron 11 of 17)	62161	ENSMUST00000158150	ENSMUSG00000088775	ENSMUST00000158150	NA	ENSMUSG00000088775	Gm26037	NA	predicted gene, 26037 [Source:MGI Symbol;Acc:MGI:5455814]	misc_RNA
chr1	89942378	89943659	Htt_PeakRegion_00234	mHTT-specific	NA	Intergenic	Intergenic	-11840	ENSMUST00000036954	ENSMUSG00000034486	ENSMUST00000036954	NA	ENSMUSG00000034486	Gbx2	NA	gastrulation brain homeobox 2 [Source:MGI Symbol;Acc:MGI:95668]	protein_coding
chr1	90554315	90554327	Htt_PeakRegion_00236	WT-specific	NA	Intergenic	Intergenic	33825	ENSMUST00000192105	ENSMUSG00000103292	ENSMUST00000192105	NA	ENSMUSG00000103292	Gm35048	NA	predicted gene, 35048 [Source:MGI Symbol;Acc:MGI:5594207]	TEC
chr1	91256933	91257136	Htt_PeakRegion_00239	WT-specific	NA	intron (ENSMUST00000191533, intron 2 of 3)	-intron (ENSMUST00000059743, intron 3 of 10)	6379	ENSMUST00000191533	ENSMUSG00000034343	ENSMUST00000171165	NA	ENSMUSG00000034343	Ube2f	NA	ubiquitin-conjugating enzyme E2F (putative) [Source:MGI Symbol;Acc:MGI:1915171]	protein_coding
chr1	92868309	92868913	Htt_PeakRegion_00243	WT-specific	NA	Intergenic	Intergenic	11843	ENSMUST00000190215	ENSMUSG00000034220	ENSMUST00000190586	NA	ENSMUSG00000034220	Gpc1	NA	glypican 1 [Source:MGI Symbol;Acc:MGI:1194891]	protein_coding
chr1	92985442	92986108	Htt_PeakRegion_00246	WT-specific	NA	TTS (ENSMUST00000064480)	-TTS (ENSMUST00000064480)	6853	ENSMUST00000169198	ENSMUSG00000026271	ENSMUST00000064480	NA	ENSMUSG00000026271	Gpr35	NA	G protein-coupled receptor 35 [Source:MGI Symbol;Acc:MGI:1929509]	protein_coding
chr1	93739263	93739437	Htt_PeakRegion_00248	WT-specific	NA	intron (ENSMUST00000188846, intron 1 of 2)	-intron (ENSMUST00000112905, intron 2 of 5)	-7424	ENSMUST00000189728	ENSMUSG00000026279	ENSMUST00000187445	NA	ENSMUSG00000026279	Thap4	NA	THAP domain containing 4 [Source:MGI Symbol;Acc:MGI:1914276]	protein_coding
chr1	97863436	97863904	Htt_PeakRegion_00250	WT-specific	NA	intron (ENSMUST00000159841, intron 3 of 3)	-intron (ENSMUST00000058762, intron 15 of 25)	794	ENSMUST00000161071	ENSMUSG00000026335	ENSMUST00000159585	NA	ENSMUSG00000026335	Pam	NA	peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]	protein_coding
chr1	106660360	106660943	Htt_PeakRegion_00259	WT-specific	NA	intron (ENSMUST00000112751, intron 1 of 1)	-intron (ENSMUST00000112751, intron 1 of 1)	52527	ENSMUST00000189999	ENSMUSG00000057329	ENSMUST00000189999	NA	ENSMUSG00000057329	Bcl2	NA	B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138]	protein_coding
chr1	112720291	112720410	Htt_PeakRegion_00264	WT-specific	NA	Intergenic	Intergenic	155637	ENSMUST00000185696	ENSMUSG00000099884	ENSMUST00000185696	NA	ENSMUSG00000099884	Gm8204	NA	predicted gene 8204 [Source:MGI Symbol;Acc:MGI:3646498]	processed_pseudogene
chr1	116638572	116638722	Htt_PeakRegion_00266	mHTT-specific	NA	Intergenic	Intergenic	4870	ENSMUST00000185884	ENSMUSG00000102033	ENSMUST00000185884	NA	ENSMUSG00000102033	Gm28263	NA	predicted gene 28263 [Source:MGI Symbol;Acc:MGI:5578969]	processed_pseudogene
chr1	118458296	118459765	Htt_PeakRegion_00268	WT-specific	NA	TTS (ENSMUST00000116892)	-TTS (ENSMUST00000116892)	234	ENSMUST00000116892	ENSMUSG00000080542	ENSMUST00000116892	NA	ENSMUSG00000080542	Gm22710	NA	predicted gene, 22710 [Source:MGI Symbol;Acc:MGI:5452487]	snRNA
chr1	118519413	118519437	Htt_PeakRegion_00270	WT-specific	NA	intron (ENSMUST00000190571, intron 19 of 40)	-intron (ENSMUST00000049404, intron 19 of 39)	9188	ENSMUST00000189216	ENSMUSG00000064302	ENSMUST00000185405	NA	ENSMUSG00000064302	Clasp1	NA	CLIP associating protein 1 [Source:MGI Symbol;Acc:MGI:1923957]	protein_coding
chr1	120149993	120150099	Htt_PeakRegion_00273	WT-specific	NA	promoter-TSS (ENSMUST00000153037)	-promoter-TSS (ENSMUST00000153037)	-553	ENSMUST00000187809	ENSMUSG00000026388	ENSMUST00000112644	NA	ENSMUSG00000026388	3110009E18Rik	NA	RIKEN cDNA 3110009E18 gene [Source:MGI Symbol;Acc:MGI:1920353]	protein_coding
chr1	121826440	121826600	Htt_PeakRegion_00274	WT-specific	NA	Intergenic	Intergenic	120005	ENSMUST00000192952	ENSMUSG00000102488	ENSMUST00000192952	NA	ENSMUSG00000102488	Gm37920	NA	predicted gene, 37920 [Source:MGI Symbol;Acc:MGI:5611148]	TEC
chr1	122364984	122365159	Htt_PeakRegion_00275	mHTT-specific	NA	Intergenic	Intergenic	-145477	ENSMUST00000158649	ENSMUSG00000089274	ENSMUST00000158649	NA	ENSMUSG00000089274	Gm24547	NA	predicted gene, 24547 [Source:MGI Symbol;Acc:MGI:5454324]	snRNA
chr1	123669989	123670166	Htt_PeakRegion_00278	WT-specific	NA	intron (ENSMUST00000140361, intron 4 of 5)	-intron (ENSMUST00000112603, intron 4 of 25)	-19718	ENSMUST00000187202	ENSMUSG00000036815	ENSMUST00000112603	NA	ENSMUSG00000036815	Dpp10	NA	dipeptidylpeptidase 10 [Source:MGI Symbol;Acc:MGI:2442409]	protein_coding
chr1	126221905	126221912	Htt_PeakRegion_00283	WT-specific	NA	TTS (ENSMUST00000162646)	-TTS (ENSMUST00000162646)	102765	ENSMUST00000192213	ENSMUSG00000103824	ENSMUST00000192213	NA	ENSMUSG00000103824	Gm38177	NA	predicted gene, 38177 [Source:MGI Symbol;Acc:MGI:5611405]	TEC
chr1	127917195	127918336	Htt_PeakRegion_00286	WT-specific	NA	intron (ENSMUST00000037649, intron 9 of 23)	-intron (ENSMUST00000037649, intron 9 of 23)	-5307	ENSMUST00000189259	ENSMUSG00000036104	ENSMUST00000150945	NA	ENSMUSG00000036104	Rab3gap1	NA	RAB3 GTPase activating protein subunit 1 [Source:MGI Symbol;Acc:MGI:2445001]	protein_coding
chr1	128008463	128009245	Htt_PeakRegion_00287	WT-specific	NA	intron (ENSMUST00000127393, intron 2 of 2)	-intron (ENSMUST00000086614, intron 8 of 20)	9839	ENSMUST00000131732	ENSMUSG00000036086	ENSMUST00000097597	NA	ENSMUSG00000036086	Zranb3	NA	zinc finger, RAN-binding domain containing 3 [Source:MGI Symbol;Acc:MGI:1918362]	protein_coding
chr1	128152657	128152852	Htt_PeakRegion_00289	WT-specific	NA	intron (ENSMUST00000187023, intron 2 of 12)	-intron (ENSMUST00000036288, intron 2 of 26)	941	ENSMUST00000189317	ENSMUSG00000056211	ENSMUST00000185853	NA	ENSMUSG00000056211	R3hdm1	NA	R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]	protein_coding
chr1	128191940	128192343	Htt_PeakRegion_00292	WT-specific	NA	promoter-TSS (ENSMUST00000189982)	-promoter-TSS (ENSMUST00000189982)	-690	ENSMUST00000189982	ENSMUSG00000056211	ENSMUST00000185853	NA	ENSMUSG00000056211	R3hdm1	NA	R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]	protein_coding
chr1	128192917	128193062	Htt_PeakRegion_00293	WT-specific	NA	exon (ENSMUST00000189982, exon 1 of 1)	-exon (ENSMUST00000189982, exon 1 of 1)	158	ENSMUST00000189982	ENSMUSG00000056211	ENSMUST00000185853	NA	ENSMUSG00000056211	R3hdm1	NA	R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]	protein_coding
chr1	131113320	131113478	Htt_PeakRegion_00296	WT-specific	NA	Intergenic	Intergenic	-10654	ENSMUST00000158631	ENSMUSG00000089256	ENSMUST00000158631	NA	ENSMUSG00000089256	Gm25717	NA	predicted gene, 25717 [Source:MGI Symbol;Acc:MGI:5455494]	misc_RNA
chr1	131356987	131357062	Htt_PeakRegion_00298	WT-specific	NA	intron (ENSMUST00000186543, intron 5 of 21)	-intron (ENSMUST00000097588, intron 5 of 22)	7039	ENSMUST00000185596	ENSMUSG00000026425	ENSMUST00000185596	NA	ENSMUSG00000026425	Srgap2	NA	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]	protein_coding
chr1	131467848	131468384	Htt_PeakRegion_00299	WT-specific	NA	intron (ENSMUST00000189893, intron 2 of 4)	-intron (ENSMUST00000097588, intron 2 of 22)	-20421	ENSMUST00000190146	ENSMUSG00000099959	ENSMUST00000190146	NA	ENSMUSG00000099959	Gm29487	NA	predicted gene 29487 [Source:MGI Symbol;Acc:MGI:5580193]	processed_pseudogene
chr1	131515901	131516782	Htt_PeakRegion_00301	WT-specific	NA	intron (ENSMUST00000189893, intron 2 of 4)	-intron (ENSMUST00000097588, intron 2 of 22)	-2110	ENSMUST00000185445	ENSMUSG00000026425	ENSMUST00000185596	NA	ENSMUSG00000026425	Srgap2	NA	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]	protein_coding
chr1	131733139	131733320	Htt_PeakRegion_00302	WT-specific	NA	Intergenic	Intergenic	-10792	ENSMUST00000049027	ENSMUSG00000042268	ENSMUST00000147800	NA	ENSMUSG00000042268	Slc26a9	NA	solute carrier family 26, member 9 [Source:MGI Symbol;Acc:MGI:2444594]	protein_coding
chr1	132022529	132022648	Htt_PeakRegion_00305	WT-specific	NA	TTS (ENSMUST00000126927)	-TTS (ENSMUST00000126927)	4146	ENSMUST00000131159	ENSMUSG00000026436	ENSMUST00000086556	NA	ENSMUSG00000026436	Elk4	NA	ELK4, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:102853]	protein_coding
chr1	132477709	132480588	Htt_PeakRegion_00310	mHTT-specific	NA	intron (ENSMUST00000189786, intron 1 of 4)	-intron (ENSMUST00000027700, intron 1 of 14)	1507	ENSMUST00000189786	ENSMUSG00000026439	ENSMUST00000187834	NA	ENSMUSG00000026439	Rbbp5	NA	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit [Source:MGI Symbol;Acc:MGI:1918367]	protein_coding
chr1	132504105	132504427	Htt_PeakRegion_00311	WT-specific	NA	TTS (ENSMUST00000187505)	-TTS (ENSMUST00000187505)	533	ENSMUST00000187834	ENSMUSG00000026439	ENSMUST00000187834	NA	ENSMUSG00000026439	Rbbp5	NA	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit [Source:MGI Symbol;Acc:MGI:1918367]	protein_coding
chr1	132505508	132508772	Htt_PeakRegion_00312	WT-specific	NA	exon (ENSMUST00000188789, exon 1 of 1)	-exon (ENSMUST00000188789, exon 1 of 1)	251	ENSMUST00000188789	ENSMUSG00000048174	ENSMUST00000188789	NA	ENSMUSG00000048174	Tmem81	NA	transmembrane protein 81 [Source:MGI Symbol;Acc:MGI:1921876]	protein_coding
chr1	133028903	133029061	Htt_PeakRegion_00316	WT-specific	NA	intron (ENSMUST00000190807, intron 1 of 5)	-intron (ENSMUST00000190807, intron 1 of 5)	1579	ENSMUST00000190807	ENSMUSG00000054387	ENSMUST00000187244	NA	ENSMUSG00000054387	Mdm4	NA	transformed mouse 3T3 cell double minute 4 [Source:MGI Symbol;Acc:MGI:107934]	protein_coding
chr1	133040774	133042456	Htt_PeakRegion_00317	WT-specific	NA	Intergenic	Intergenic	-4052	ENSMUST00000153707	ENSMUSG00000026447	ENSMUST00000145153	NA	ENSMUSG00000026447	Pik3c2b	NA	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:MGI Symbol;Acc:MGI:2685045]	protein_coding
chr1	133043714	133043823	Htt_PeakRegion_00318	WT-specific	NA	Intergenic	Intergenic	-1898	ENSMUST00000153707	ENSMUSG00000026447	ENSMUST00000145153	NA	ENSMUSG00000026447	Pik3c2b	NA	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:MGI Symbol;Acc:MGI:2685045]	protein_coding
chr1	133088370	133090438	Htt_PeakRegion_00319	mHTT-specific	NA	intron (ENSMUST00000077730, intron 16 of 32)	-intron (ENSMUST00000077730, intron 16 of 32)	-20999	ENSMUST00000186515	ENSMUSG00000101102	ENSMUST00000186515	NA	ENSMUSG00000101102	Gm28609	NA	predicted gene 28609 [Source:MGI Symbol;Acc:MGI:5579315]	antisense
chr1	133099749	133100403	Htt_PeakRegion_00320	WT-specific	NA	intron (ENSMUST00000077730, intron 26 of 32)	-intron (ENSMUST00000077730, intron 26 of 32)	-31067	ENSMUST00000052529	ENSMUSG00000046062	ENSMUST00000052529	NA	ENSMUSG00000046062	Ppp1r15b	NA	protein phosphatase 1, regulatory subunit 15B [Source:MGI Symbol;Acc:MGI:2444211]	protein_coding
chr1	133594585	133596009	Htt_PeakRegion_00323	mHTT-specific	NA	Intergenic	Intergenic	-5926	ENSMUST00000082880	ENSMUSG00000064814	ENSMUST00000082880	NA	ENSMUSG00000064814	Gm23939	NA	predicted gene, 23939 [Source:MGI Symbol;Acc:MGI:5453716]	snoRNA
chr1	134219243	134221458	Htt_PeakRegion_00325	WT-specific	NA	intron (ENSMUST00000187631, intron 2 of 2)	-intron (ENSMUST00000038191, intron 1 of 1)	14227	ENSMUST00000169927	ENSMUSG00000042429	ENSMUST00000187631	NA	ENSMUSG00000042429	Adora1	NA	adenosine A1 receptor [Source:MGI Symbol;Acc:MGI:99401]	protein_coding
chr1	134509893	134509916	Htt_PeakRegion_00328	WT-specific	NA	Intergenic	Intergenic	4567	ENSMUST00000104014	ENSMUSG00000077202	ENSMUST00000104014	NA	ENSMUSG00000077202	Gm25612	NA	predicted gene, 25612 [Source:MGI Symbol;Acc:MGI:5455389]	snoRNA
chr1	134542572	134542695	Htt_PeakRegion_00329	WT-specific	NA	intron (ENSMUST00000172898, intron 2 of 2)	-intron (ENSMUST00000052911, intron 1 of 1)	4316	ENSMUST00000185836	ENSMUSG00000046367	ENSMUST00000185836	NA	ENSMUSG00000046367	Mgat4e	NA	MGAT4 family, member E [Source:MGI Symbol;Acc:MGI:1918251]	protein_coding
chr1	134545489	134546109	Htt_PeakRegion_00330	WT-specific	NA	intron (ENSMUST00000172898, intron 2 of 2)	-intron (ENSMUST00000052911, intron 1 of 1)	1151	ENSMUST00000185836	ENSMUSG00000046367	ENSMUST00000185836	NA	ENSMUSG00000046367	Mgat4e	NA	MGAT4 family, member E [Source:MGI Symbol;Acc:MGI:1918251]	protein_coding
chr1	143997610	143997834	Htt_PeakRegion_00335	WT-specific	NA	Intergenic	Intergenic	6310	ENSMUST00000153527	ENSMUSG00000026360	ENSMUST00000127206	NA	ENSMUSG00000026360	Rgs2	NA	regulator of G-protein signaling 2 [Source:MGI Symbol;Acc:MGI:1098271]	protein_coding
chr1	143998343	144004698	Htt_PeakRegion_00336	WT-mHTT-shared	NA	TTS (ENSMUST00000027606)	-TTS (ENSMUST00000027606)	2511	ENSMUST00000153527	ENSMUSG00000026360	ENSMUST00000127206	NA	ENSMUSG00000026360	Rgs2	NA	regulator of G-protein signaling 2 [Source:MGI Symbol;Acc:MGI:1098271]	protein_coding
chr1	145362908	145363060	Htt_PeakRegion_00339	WT-specific	NA	Intergenic	Intergenic	-36293	ENSMUST00000194549	ENSMUSG00000103055	ENSMUST00000194549	NA	ENSMUSG00000103055	Gm38269	NA	predicted gene, 38269 [Source:MGI Symbol;Acc:MGI:5611497]	TEC
chr1	152047303	152047501	Htt_PeakRegion_00345	mHTT-specific	NA	intron (ENSMUST00000187603, intron 1 of 6)	-intron (ENSMUST00000044581, intron 1 of 5)	7890	ENSMUST00000121533	ENSMUSG00000032666	ENSMUST00000187603	NA	ENSMUSG00000032666	1700025G04Rik	NA	RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649]	protein_coding
chr1	152412657	152413024	Htt_PeakRegion_00346	mHTT-specific	NA	intron (ENSMUST00000127586, intron 1 of 13)	-intron (ENSMUST00000044311, intron 1 of 11)	-5316	ENSMUST00000121610	ENSMUSG00000080878	ENSMUST00000121610	NA	ENSMUSG00000080878	Gm15618	NA	predicted gene 15618 [Source:MGI Symbol;Acc:MGI:3783063]	processed_pseudogene
chr1	152767460	152768743	Htt_PeakRegion_00347	mHTT-specific	NA	promoter-TSS (ENSMUST00000143008)	-promoter-TSS (ENSMUST00000143008)	-397	ENSMUST00000143008	ENSMUSG00000008475	ENSMUST00000077755	NA	ENSMUSG00000008475	Arpc5	NA	actin related protein 2/3 complex, subunit 5 [Source:MGI Symbol;Acc:MGI:1915021]	protein_coding
chr1	152873436	152874314	Htt_PeakRegion_00350	WT-specific	NA	intron (ENSMUST00000111836, intron 1 of 22)	-intron (ENSMUST00000043560, intron 1 of 22)	-2717	ENSMUST00000186692	ENSMUSG00000042772	ENSMUST00000186692	NA	ENSMUSG00000042772	Smg7	NA	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:2682334]	protein_coding
