Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
Htt_PeakRegion_08772	chr17	33965837	33968101	+	0	NA	TTS (ENSMUST00000025178)	-TTS (ENSMUST00000025178)	4580	ENSMUST00000174588	ENSMUSG00000024319	ENSMUST00000174588	NA	ENSMUSG00000024319	Vps52	NA	VPS52 GARP complex subunit [Source:MGI Symbol;Acc:MGI:1330304]	protein_coding
Htt_PeakRegion_06929	chr12	84081871	84082616	+	0	NA	Intergenic	Intergenic	5382	ENSMUST00000058999	ENSMUSG00000044515	ENSMUST00000058999	NA	ENSMUSG00000044515	Gm8385	NA	predicted gene 8385 [Source:MGI Symbol;Acc:MGI:3648812]	processed_pseudogene
Htt_PeakRegion_03071	chr6	17644930	17645606	+	0	NA	intron (ENSMUST00000136771, intron 1 of 3)	-intron (ENSMUST00000015877, intron 1 of 9)	8155	ENSMUST00000152005	ENSMUSG00000015733	ENSMUST00000156701	NA	ENSMUSG00000015733	Capza2	NA	capping protein (actin filament) muscle Z-line, alpha 2 [Source:MGI Symbol;Acc:MGI:106222]	protein_coding
Htt_PeakRegion_00422	chr1	169740344	169748276	+	0	NA	intron (ENSMUST00000111357, intron 3 of 3)	-intron (ENSMUST00000027991, intron 4 of 4)	3313	ENSMUST00000132567	ENSMUSG00000038530	ENSMUST00000111357	NA	ENSMUSG00000038530	Rgs4	NA	regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]	protein_coding
Htt_PeakRegion_08755	chr17	32305694	32306635	+	0	NA	intron (ENSMUST00000002699, intron 13 of 13)	-intron (ENSMUST00000002699, intron 13 of 13)	14989	ENSMUST00000002699	ENSMUSG00000024045	ENSMUST00000002699	NA	ENSMUSG00000024045	Akap8	NA	A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]	protein_coding
Htt_PeakRegion_05864	chr11	36181981	36183381	+	0	NA	intron (ENSMUST00000163524, intron 7 of 28)	-intron (ENSMUST00000057207, intron 7 of 28)	-95360	ENSMUST00000123278	ENSMUSG00000086375	ENSMUST00000123278	NA	ENSMUSG00000086375	Gm12127	NA	predicted gene 12127 [Source:MGI Symbol;Acc:MGI:3652208]	antisense
Htt_PeakRegion_03584	chr7	19147154	19147685	+	0	NA	intron (ENSMUST00000032566, intron 2 of 6)	-intron (ENSMUST00000032566, intron 2 of 6)	1777	ENSMUST00000032566	ENSMUSG00000030407	ENSMUST00000032566	NA	ENSMUSG00000030407	Qpctl	NA	glutaminyl-peptide cyclotransferase-like [Source:MGI Symbol;Acc:MGI:1914619]	protein_coding
Htt_PeakRegion_03850	chr7	73481694	73482890	+	0	NA	intron (ENSMUST00000169922, intron 17 of 38)	-intron (ENSMUST00000169922, intron 17 of 38)	-20559	ENSMUST00000038366	ENSMUSG00000078671	ENSMUST00000172704	NA	ENSMUSG00000078671	Chd2	NA	chromodomain helicase DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:2448567]	protein_coding
Htt_PeakRegion_05082	chr9	107380279	107380574	+	0	NA	Intergenic	Intergenic	-19186	ENSMUST00000168532	ENSMUSG00000010066	ENSMUST00000171809	NA	ENSMUSG00000010066	Cacna2d2	NA	calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:MGI Symbol;Acc:MGI:1929813]	protein_coding
Htt_PeakRegion_07873	chr15	39305630	39306252	+	0	NA	intron (ENSMUST00000082054, intron 4 of 26)	-intron (ENSMUST00000042917, intron 2 of 26)	2637	ENSMUST00000102078	ENSMUSG00000095297	ENSMUST00000102078	NA	ENSMUSG00000095297	Gm25381	NA	predicted gene, 25381 [Source:MGI Symbol;Acc:MGI:5455158]	miRNA
Htt_PeakRegion_05277	chr10	20174372	20174554	+	0	NA	intron (ENSMUST00000116259, intron 1 of 17)	-intron (ENSMUST00000020173, intron 1 of 17)	25543	ENSMUST00000116259	ENSMUSG00000019996	ENSMUST00000116259	NA	ENSMUSG00000019996	Map7	NA	microtubule-associated protein 7 [Source:MGI Symbol;Acc:MGI:1328328]	protein_coding
Htt_PeakRegion_05665	chr10	122986630	122988895	+	0	NA	Intergenic	Intergenic	-2039	ENSMUST00000083472	ENSMUSG00000065406	ENSMUST00000083472	NA	ENSMUSG00000065406	Mirlet7i	NA	microRNA let7i [Source:MGI Symbol;Acc:MGI:2676802]	miRNA
Htt_PeakRegion_01817	chr3	152223531	152223694	+	0	NA	intron (ENSMUST00000166984, intron 16 of 19)	-intron (ENSMUST00000106121, intron 16 of 21)	13091	ENSMUST00000106121	ENSMUSG00000028034	ENSMUST00000106121	NA	ENSMUSG00000028034	Fubp1	NA	far upstream element (FUSE) binding protein 1 [Source:MGI Symbol;Acc:MGI:1196294]	protein_coding
Htt_PeakRegion_05145	chr9	110619607	110620055	+	0	NA	Intergenic	Intergenic	4562	ENSMUST00000035069	ENSMUSG00000032491	ENSMUST00000035069	NA	ENSMUSG00000032491	Nradd	NA	neurotrophin receptor associated death domain [Source:MGI Symbol;Acc:MGI:1914419]	protein_coding
Htt_PeakRegion_09545	chr19	46637603	46637760	+	0	NA	intron (ENSMUST00000156649, intron 2 of 3)	-intron (ENSMUST00000099376, intron 2 of 4)	14280	ENSMUST00000156649	ENSMUSG00000047731	ENSMUST00000175937	NA	ENSMUSG00000047731	Wbp1l	NA	WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]	protein_coding
Htt_PeakRegion_09058	chr18	29622389	29622565	+	0	NA	Intergenic	Intergenic	-650270	ENSMUST00000115812	ENSMUSG00000033628	ENSMUST00000131405	NA	ENSMUSG00000033628	Pik3c3	NA	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:MGI Symbol;Acc:MGI:2445019]	protein_coding
Htt_PeakRegion_05201	chr9	121917376	121917568	+	0	NA	Intergenic	Intergenic	-1167	ENSMUST00000062474	ENSMUSG00000050445	ENSMUST00000062474	NA	ENSMUSG00000050445	Cyp8b1	NA	cytochrome P450, family 8, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1338044]	protein_coding
Htt_PeakRegion_05359	chr10	49370193	49370683	+	0	NA	intron (ENSMUST00000105487, intron 10 of 16)	-intron (ENSMUST00000079751, intron 9 of 15)	-127402	ENSMUST00000147808	ENSMUSG00000056073	ENSMUST00000105483	NA	ENSMUSG00000056073	Grik2	NA	glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]	protein_coding
Htt_PeakRegion_08049	chr15	85119634	85120501	+	0	NA	intron (ENSMUST00000023068, intron 7 of 24)	-intron (ENSMUST00000023068, intron 7 of 24)	3197	ENSMUST00000105085	ENSMUSG00000078289	ENSMUST00000105085	NA	ENSMUSG00000078289	Gm10923	NA	predicted gene 10923 [Source:MGI Symbol;Acc:MGI:3779135]	processed_pseudogene
Htt_PeakRegion_07406	chr13	107720641	107726797	+	0	NA	TTS (ENSMUST00000105097)	-TTS (ENSMUST00000105097)	36322	ENSMUST00000188490	ENSMUSG00000102000	ENSMUST00000188490	NA	ENSMUSG00000102000	1700006H21Rik	NA	RIKEN cDNA 1700006H21 gene [Source:MGI Symbol;Acc:MGI:1919507]	lincRNA
Htt_PeakRegion_08574	chr17	8094742	8095308	+	0	NA	intron (ENSMUST00000097422, intron 2 of 3)	-intron (ENSMUST00000097422, intron 2 of 3)	6203	ENSMUST00000097422	ENSMUSG00000094083	ENSMUST00000097422	NA	ENSMUSG00000094083	Gm1604b	NA	predicted gene 1604b [Source:MGI Symbol;Acc:MGI:2686450]	protein_coding
Htt_PeakRegion_00019	chr1	21562888	21563047	+	0	NA	intron (ENSMUST00000173404, intron 2 of 12)	-intron (ENSMUST00000029667, intron 2 of 13)	-49911	ENSMUST00000119064	ENSMUSG00000082935	ENSMUST00000119064	NA	ENSMUSG00000082935	Gm7658	NA	predicted gene 7658 [Source:MGI Symbol;Acc:MGI:3648029]	processed_pseudogene
Htt_PeakRegion_04888	chr9	65203154	65203574	+	0	NA	Intergenic	Intergenic	-1523	ENSMUST00000093721	ENSMUSG00000095892	ENSMUST00000093721	NA	ENSMUSG00000095892	Rnu5g	NA	RNA, U5G small nuclear [Source:MGI Symbol;Acc:MGI:2157900]	snRNA
Htt_PeakRegion_00373	chr1	155338452	155339782	+	0	NA	intron (ENSMUST00000111775, intron 3 of 13)	-intron (ENSMUST00000027741, intron 3 of 14)	23151	ENSMUST00000175545	ENSMUSG00000093286	ENSMUST00000175545	NA	ENSMUSG00000093286	Gm22569	NA	predicted gene, 22569 [Source:MGI Symbol;Acc:MGI:5452346]	miRNA
Htt_PeakRegion_04440	chr8	85769624	85769788	+	0	NA	intron (ENSMUST00000034140, intron 8 of 17)	-intron (ENSMUST00000034140, intron 8 of 17)	68801	ENSMUST00000184375	ENSMUSG00000098388	ENSMUST00000184375	NA	ENSMUSG00000098388	Mir8109	NA	microRNA 8109 [Source:MGI Symbol;Acc:MGI:5530877]	miRNA
Htt_PeakRegion_06821	chr12	54709711	54710929	+	0	NA	promoter-TSS (ENSMUST00000177653)	-promoter-TSS (ENSMUST00000177653)	12	ENSMUST00000177653	ENSMUSG00000096214	ENSMUST00000177653	NA	ENSMUSG00000096214	Gm22634	NA	predicted gene, 22634 [Source:MGI Symbol;Acc:MGI:5452411]	snRNA
Htt_PeakRegion_03782	chr7	56169352	56169636	+	0	NA	intron (ENSMUST00000164095, intron 53 of 92)	-intron (ENSMUST00000076226, intron 53 of 92)	-70266	ENSMUST00000032633	ENSMUSG00000030450	ENSMUST00000154559	NA	ENSMUSG00000030450	Oca2	NA	oculocutaneous albinism II [Source:MGI Symbol;Acc:MGI:97454]	protein_coding
Htt_PeakRegion_09479	chr19	37327907	37328062	+	0	NA	intron (ENSMUST00000154308, intron 3 of 11)	-intron (ENSMUST00000131070, intron 2 of 23)	2629	ENSMUST00000131070	ENSMUSG00000056999	ENSMUST00000154339	NA	ENSMUSG00000056999	Ide	NA	insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412]	protein_coding
Htt_PeakRegion_08081	chr15	92451672	92451829	+	0	NA	intron (ENSMUST00000169942, intron 3 of 9)	-intron (ENSMUST00000169942, intron 3 of 9)	-25574	ENSMUST00000193833	ENSMUSG00000103040	ENSMUST00000193833	NA	ENSMUSG00000103040	NA	NA	NA	NA
Htt_PeakRegion_01576	chr3	89001946	89003108	+	0	NA	intron (ENSMUST00000186583, intron 4 of 27)	-intron (ENSMUST00000090933, intron 3 of 26)	-31798	ENSMUST00000178517	ENSMUSG00000095712	ENSMUST00000178517	NA	ENSMUSG00000095712	Gm26465	NA	predicted gene, 26465 [Source:MGI Symbol;Acc:MGI:5456242]	snRNA
Htt_PeakRegion_08202	chr16	4454854	4455214	+	0	NA	Intergenic	Intergenic	-34536	ENSMUST00000120080	ENSMUSG00000005580	ENSMUST00000005719	NA	ENSMUSG00000005580	Adcy9	NA	adenylate cyclase 9 [Source:MGI Symbol;Acc:MGI:108450]	protein_coding
Htt_PeakRegion_02865	chr5	125078318	125078987	+	0	NA	intron (ENSMUST00000111402, intron 14 of 47)	-intron (ENSMUST00000055256, intron 13 of 45)	-20252	ENSMUST00000134404	ENSMUSG00000029478	ENSMUST00000111402	NA	ENSMUSG00000029478	Ncor2	NA	nuclear receptor co-repressor 2 [Source:MGI Symbol;Acc:MGI:1337080]	protein_coding
Htt_PeakRegion_08968	chr17	80727149	80727240	+	0	NA	promoter-TSS (ENSMUST00000068277)	-promoter-TSS (ENSMUST00000068277)	899	ENSMUST00000025089	ENSMUSG00000024242	ENSMUST00000112389	NA	ENSMUSG00000024242	Map4k3	NA	mitogen-activated protein kinase kinase kinase kinase 3 [Source:MGI Symbol;Acc:MGI:2154405]	protein_coding
Htt_PeakRegion_09384	chr19	8761764	8763564	+	0	NA	intron (ENSMUST00000184970, intron 2 of 19)	-intron (ENSMUST00000010241, intron 2 of 20)	-2270	ENSMUST00000184663	ENSMUSG00000010097	ENSMUST00000184826	NA	ENSMUSG00000010097	Nxf1	NA	nuclear RNA export factor 1 [Source:MGI Symbol;Acc:MGI:1858330]	protein_coding
Htt_PeakRegion_03311	chr6	91110738	91110890	+	0	NA	intron (ENSMUST00000113509, intron 1 of 39)	-intron (ENSMUST00000032179, intron 1 of 39)	6005	ENSMUST00000113509	ENSMUSG00000030091	ENSMUST00000142951	NA	ENSMUSG00000030091	Nup210	NA	nucleoporin 210 [Source:MGI Symbol;Acc:MGI:1859555]	protein_coding
Htt_PeakRegion_07238	chr13	55232669	55232866	+	0	NA	intron (ENSMUST00000099490, intron 2 of 22)	-intron (ENSMUST00000099490, intron 2 of 22)	22985	ENSMUST00000099490	ENSMUSG00000021488	ENSMUST00000099490	NA	ENSMUSG00000021488	Nsd1	NA	nuclear receptor-binding SET-domain protein 1 [Source:MGI Symbol;Acc:MGI:1276545]	protein_coding
Htt_PeakRegion_09322	chr19	5162145	5164078	+	0	NA	intron (ENSMUST00000025786, intron 2 of 23)	-intron (ENSMUST00000025786, intron 2 of 23)	38192	ENSMUST00000183577	ENSMUSG00000098803	ENSMUST00000183577	NA	ENSMUSG00000098803	Gm27468	NA	predicted gene, 27468 [Source:MGI Symbol;Acc:MGI:5530850]	miRNA
Htt_PeakRegion_04120	chr7	127778290	127784307	+	0	NA	intron (ENSMUST00000144406, intron 4 of 5)	-intron (ENSMUST00000047075, intron 4 of 18)	2721	ENSMUST00000141439	ENSMUSG00000042308	ENSMUST00000143951	NA	ENSMUSG00000042308	Setd1a	NA	SET domain containing 1A [Source:MGI Symbol;Acc:MGI:2446244]	protein_coding
Htt_PeakRegion_04612	chr8	127159012	127159263	+	0	NA	intron (ENSMUST00000159141, intron 2 of 3)	-intron (ENSMUST00000026921, intron 1 of 23)	85897	ENSMUST00000161277	ENSMUSG00000025812	ENSMUST00000162176	NA	ENSMUSG00000025812	Pard3	NA	par-3 family cell polarity regulator [Source:MGI Symbol;Acc:MGI:2135608]	protein_coding
Htt_PeakRegion_06923	chr12	83597588	83599127	+	0	NA	Intergenic	Intergenic	-1210	ENSMUST00000048319	ENSMUSG00000042628	ENSMUST00000048319	NA	ENSMUSG00000042628	Zfyve1	NA	zinc finger, FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:3026685]	protein_coding
Htt_PeakRegion_00751	chr2	35839974	35840244	+	0	NA	intron (ENSMUST00000028248, intron 6 of 9)	-intron (ENSMUST00000028248, intron 6 of 9)	20919	ENSMUST00000139455	ENSMUSG00000086449	ENSMUST00000139455	NA	ENSMUSG00000086449	9030204H09Rik	NA	RIKEN cDNA 9030204H09 gene [Source:MGI Symbol;Acc:MGI:1924915]	antisense
Htt_PeakRegion_02018	chr4	102592229	102593552	+	0	NA	intron (ENSMUST00000106911, intron 9 of 16)	-intron (ENSMUST00000030251, intron 2 of 9)	3047	ENSMUST00000106901	ENSMUSG00000028525	ENSMUST00000106907	NA	ENSMUSG00000028525	Pde4b	NA	phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]	protein_coding
Htt_PeakRegion_03724	chr7	44862667	44863142	+	0	NA	TTS (ENSMUST00000003044)	-TTS (ENSMUST00000003044)	1069	ENSMUST00000128376	ENSMUSG00000038502	ENSMUST00000123936	NA	ENSMUSG00000038502	Ptov1	NA	prostate tumor over expressed gene 1 [Source:MGI Symbol;Acc:MGI:1933946]	protein_coding
Htt_PeakRegion_06480	chr11	106114767	106115244	+	0	NA	intron (ENSMUST00000002044, intron 4 of 15)	-intron (ENSMUST00000002044, intron 4 of 15)	12346	ENSMUST00000140380	ENSMUSG00000085229	ENSMUST00000140380	NA	ENSMUSG00000085229	Gm11672	NA	predicted gene 11672 [Source:MGI Symbol;Acc:MGI:3651419]	antisense
Htt_PeakRegion_06848	chr12	66666889	66666992	+	0	NA	intron (ENSMUST00000178814, intron 6 of 15)	-intron (ENSMUST00000037181, intron 6 of 16)	-36827	ENSMUST00000179729	ENSMUSG00000034912	ENSMUST00000179577	NA	ENSMUSG00000034912	Mdga2	NA	MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:MGI Symbol;Acc:MGI:2444706]	protein_coding
Htt_PeakRegion_04063	chr7	123331618	123331768	+	0	NA	intron (ENSMUST00000167309, intron 1 of 20)	-intron (ENSMUST00000098060, intron 1 of 19)	38222	ENSMUST00000106442	ENSMUSG00000030766	ENSMUST00000098060	NA	ENSMUSG00000030766	Arhgap17	NA	Rho GTPase activating protein 17 [Source:MGI Symbol;Acc:MGI:1917747]	protein_coding
Htt_PeakRegion_04829	chr9	57274732	57274773	+	0	NA	Intergenic	Intergenic	-12153	ENSMUST00000034846	ENSMUSG00000032300	ENSMUST00000034846	NA	ENSMUSG00000032300	1700017B05Rik	NA	RIKEN cDNA 1700017B05 gene [Source:MGI Symbol;Acc:MGI:1921461]	protein_coding
Htt_PeakRegion_05136	chr9	110223838	110224875	+	0	NA	intron (ENSMUST00000088716, intron 26 of 27)	-intron (ENSMUST00000088716, intron 26 of 27)	-19427	ENSMUST00000035058	ENSMUSG00000032482	ENSMUST00000035058	NA	ENSMUSG00000032482	Cspg5	NA	chondroitin sulfate proteoglycan 5 [Source:MGI Symbol;Acc:MGI:1352747]	protein_coding
Htt_PeakRegion_03153	chr6	39880623	39880900	+	0	NA	intron (ENSMUST00000180886, intron 1 of 3)	-intron (ENSMUST00000180886, intron 1 of 3)	7490	ENSMUST00000180886	ENSMUSG00000057716	ENSMUST00000180588	NA	ENSMUSG00000057716	Tmem178b	NA	transmembrane protein 178B [Source:MGI Symbol;Acc:MGI:3647581]	protein_coding
Htt_PeakRegion_09536	chr19	46194264	46194407	+	0	NA	intron (ENSMUST00000177406, intron 3 of 18)	-intron (ENSMUST00000026254, intron 3 of 39)	11523	ENSMUST00000175770	ENSMUSG00000093525	ENSMUST00000175770	NA	ENSMUSG00000093525	Gm8974	NA	predicted gene 8974 [Source:MGI Symbol;Acc:MGI:3648532]	processed_pseudogene
Htt_PeakRegion_01439	chr3	36944449	36944510	+	0	NA	intron (ENSMUST00000152881, intron 27 of 28)	-intron (ENSMUST00000057272, intron 27 of 85)	-1742	ENSMUST00000139219	ENSMUSG00000037270	ENSMUST00000108145	NA	ENSMUSG00000037270	4932438A13Rik	NA	RIKEN cDNA 4932438A13 gene [Source:MGI Symbol;Acc:MGI:2444631]	protein_coding
Htt_PeakRegion_07971	chr15	77743525	77743958	+	0	NA	Intergenic	Intergenic	9331	ENSMUST00000089450	ENSMUSG00000056656	ENSMUST00000070911	NA	ENSMUSG00000056656	Apol8	NA	apolipoprotein L 8 [Source:MGI Symbol;Acc:MGI:2444921]	protein_coding
Htt_PeakRegion_05425	chr10	75824422	75824612	+	0	NA	Intergenic	Intergenic	-1974	ENSMUST00000160211	ENSMUSG00000009093	ENSMUST00000160211	NA	ENSMUSG00000009093	Gstt4	NA	glutathione S-transferase, theta 4 [Source:MGI Symbol;Acc:MGI:1923136]	protein_coding
Htt_PeakRegion_07907	chr15	57686761	57686829	+	0	NA	Intergenic	Intergenic	-7870	ENSMUST00000096430	ENSMUSG00000071757	ENSMUST00000160990	NA	ENSMUSG00000071757	Zhx2	NA	zinc fingers and homeoboxes 2 [Source:MGI Symbol;Acc:MGI:2683087]	protein_coding
Htt_PeakRegion_05910	chr11	52241371	52241996	+	0	NA	intron (ENSMUST00000116595, intron 2 of 6)	-intron (ENSMUST00000037324, intron 2 of 5)	4819	ENSMUST00000116595	ENSMUSG00000036309	ENSMUST00000109072	NA	ENSMUSG00000036309	Skp1a	NA	S-phase kinase-associated protein 1A [Source:MGI Symbol;Acc:MGI:103575]	protein_coding
Htt_PeakRegion_05024	chr9	96718281	96719159	+	0	NA	intron (ENSMUST00000152594, intron 4 of 5)	-intron (ENSMUST00000093798, intron 1 of 2)	845	ENSMUST00000128269	ENSMUSG00000040433	ENSMUST00000093798	NA	ENSMUSG00000040433	Zbtb38	NA	zinc finger and BTB domain containing 38 [Source:MGI Symbol;Acc:MGI:2442866]	protein_coding
Htt_PeakRegion_07658	chr14	66068823	66069161	+	0	NA	intron (ENSMUST00000022618, intron 5 of 20)	-intron (ENSMUST00000022618, intron 5 of 20)	8741	ENSMUST00000022618	ENSMUSG00000022039	ENSMUST00000022618	NA	ENSMUSG00000022039	Adam2	NA	a disintegrin and metallopeptidase domain 2 [Source:MGI Symbol;Acc:MGI:1340894]	protein_coding
Htt_PeakRegion_04075	chr7	126470717	126470726	+	0	NA	intron (ENSMUST00000032978, intron 5 of 9)	-intron (ENSMUST00000032978, intron 5 of 9)	4409	ENSMUST00000032978	ENSMUSG00000030733	ENSMUST00000032978	NA	ENSMUSG00000030733	Sh2b1	NA	SH2B adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1201407]	protein_coding
Htt_PeakRegion_03137	chr6	37715360	37715598	+	0	NA	Intergenic	Intergenic	-90607	ENSMUST00000122373	ENSMUSG00000080242	ENSMUST00000122373	NA	ENSMUSG00000080242	Atp6v0c-ps2	NA	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2 [Source:MGI Symbol;Acc:MGI:2151816]	processed_pseudogene
Htt_PeakRegion_02971	chr5	138629382	138629711	+	0	NA	intron (ENSMUST00000069862, intron 1 of 3)	-intron (ENSMUST00000032590, intron 2 of 4)	6687	ENSMUST00000069862	ENSMUSG00000056014	ENSMUST00000069862	NA	ENSMUSG00000056014	A430033K04Rik	NA	RIKEN cDNA A430033K04 gene [Source:MGI Symbol;Acc:MGI:3583896]	protein_coding
Htt_PeakRegion_04474	chr8	94302523	94303917	+	0	NA	intron (ENSMUST00000109547, intron 9 of 20)	-intron (ENSMUST00000079961, intron 10 of 21)	-21083	ENSMUST00000083578	ENSMUSG00000065512	ENSMUST00000083578	NA	ENSMUSG00000065512	Mir138-2	NA	microRNA 138-2 [Source:MGI Symbol;Acc:MGI:3618733]	miRNA
Htt_PeakRegion_08540	chr16	96473980	96474113	+	0	NA	intron (ENSMUST00000061739, intron 1 of 2)	-intron (ENSMUST00000061739, intron 1 of 2)	6440	ENSMUST00000061739	ENSMUSG00000090223	ENSMUST00000061739	NA	ENSMUSG00000090223	Pcp4	NA	Purkinje cell protein 4 [Source:MGI Symbol;Acc:MGI:97509]	protein_coding
Htt_PeakRegion_04052	chr7	122463466	122464482	+	0	NA	intron (ENSMUST00000143692, intron 5 of 17)	-intron (ENSMUST00000064921, intron 5 of 16)	17116	ENSMUST00000157674	ENSMUSG00000088299	ENSMUST00000157674	NA	ENSMUSG00000088299	Gm26414	NA	predicted gene, 26414 [Source:MGI Symbol;Acc:MGI:5456191]	misc_RNA
Htt_PeakRegion_04389	chr8	72304159	72304376	+	0	NA	exon (ENSMUST00000075602, exon 1 of 1)	-exon (ENSMUST00000075602, exon 1 of 1)	1009	ENSMUST00000075602	ENSMUSG00000070713	ENSMUST00000075602	NA	ENSMUSG00000070713	Gm10282	NA	predicted pseudogene 10282 [Source:MGI Symbol;Acc:MGI:3704312]	protein_coding
Htt_PeakRegion_02658	chr5	102343757	102343914	+	0	NA	Intergenic	Intergenic	-137556	ENSMUST00000073302	ENSMUSG00000057315	ENSMUST00000112852	NA	ENSMUSG00000057315	Arhgap24	NA	Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647]	protein_coding
Htt_PeakRegion_02907	chr5	132435308	132436019	+	0	NA	intron (ENSMUST00000182974, intron 1 of 18)	-intron (ENSMUST00000071591, intron 1 of 2)	13697	ENSMUST00000160135	ENSMUSG00000029673	ENSMUST00000071591	NA	ENSMUSG00000029673	Auts2	NA	autism susceptibility candidate 2 [Source:MGI Symbol;Acc:MGI:1919847]	protein_coding
Htt_PeakRegion_04341	chr8	69428237	69428405	+	0	NA	Intergenic	Intergenic	28596	ENSMUST00000157704	ENSMUSG00000088329	ENSMUST00000157704	NA	ENSMUSG00000088329	Gm25661	NA	predicted gene, 25661 [Source:MGI Symbol;Acc:MGI:5455438]	ribozyme
Htt_PeakRegion_01195	chr2	153614705	153614849	+	0	NA	Intergenic	Intergenic	17954	ENSMUST00000147822	ENSMUSG00000056941	ENSMUST00000109782	NA	ENSMUSG00000056941	Commd7	NA	COMM domain containing 7 [Source:MGI Symbol;Acc:MGI:1914197]	protein_coding
Htt_PeakRegion_02238	chr4	137924368	137924857	+	0	NA	intron (ENSMUST00000151110, intron 3 of 4)	-intron (ENSMUST00000102518, intron 4 of 19)	10930	ENSMUST00000129607	ENSMUSG00000057530	ENSMUST00000102518	NA	ENSMUSG00000057530	Ece1	NA	endothelin converting enzyme 1 [Source:MGI Symbol;Acc:MGI:1101357]	protein_coding
Htt_PeakRegion_05858	chr11	32009122	32009519	+	0	NA	intron (ENSMUST00000109409, intron 2 of 2)	-intron (ENSMUST00000020537, intron 2 of 4)	8818	ENSMUST00000093219	ENSMUSG00000020297	ENSMUST00000020537	NA	ENSMUSG00000020297	Nsg2	NA	neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070]	protein_coding
Htt_PeakRegion_03642	chr7	27529901	27530164	+	0	NA	intron (ENSMUST00000108353, intron 3 of 3)	-intron (ENSMUST00000037134, intron 2 of 2)	2714	ENSMUST00000155287	ENSMUSG00000003363	ENSMUST00000150964	NA	ENSMUSG00000003363	Pld3	NA	phospholipase D family, member 3 [Source:MGI Symbol;Acc:MGI:1333782]	protein_coding
Htt_PeakRegion_00510	chr1	186540196	186540312	+	0	NA	intron (ENSMUST00000195454, intron 1 of 2)	-intron (ENSMUST00000193084, intron 1 of 1)	18218	ENSMUST00000193084	ENSMUSG00000103690	ENSMUST00000193084	NA	ENSMUSG00000103690	A730004F24Rik	NA	RIKEN cDNA A730004F24 gene [Source:MGI Symbol;Acc:MGI:2444046]	lincRNA
Htt_PeakRegion_03162	chr6	45394262	45394362	+	0	NA	intron (ENSMUST00000114641, intron 1 of 23)	-intron (ENSMUST00000114641, intron 1 of 23)	334251	ENSMUST00000114641	ENSMUSG00000039419	ENSMUST00000150737	NA	ENSMUSG00000039419	Cntnap2	NA	contactin associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1914047]	protein_coding
Htt_PeakRegion_04896	chr9	66041611	66043224	+	0	NA	exon (ENSMUST00000034949, exon 14 of 14)	-exon (ENSMUST00000034949, exon 14 of 14)	-17752	ENSMUST00000034947	ENSMUSG00000032383	ENSMUST00000034947	NA	ENSMUSG00000032383	Ppib	NA	peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750]	protein_coding
